Tienda,cluster,latitude,longitude,Nombre Tienda,Region
20002129,5,3.4152495000000003,-76.49512320000002,tienda mixta,region cali
20002133,0,3.4133581,-76.4930936,criss maria,region cali
20002135,0,3.4132497,-76.49550550000002,la variedad,region cali
20002136,3,3.4176258,-76.49002709999998,tienda mixta ladis,region cali
20002138,0,3.4187849000000003,-76.4877436,tienda mixta,region cali
20002140,8,3.4173352999999995,-76.48686400000003,variedades los primos,region cali
20002143,7,3.4133581,-76.4930936,licores dejavu,region cali
20002145,0,3.4133175,-76.4945688,tienda reina,region cali
20002146,7,3.3973335,-76.5120436,variedades yaros,region cali
20002149,7,3.4187849000000003,-76.4877436,tienda quiroga,region cali
20002150,7,3.4187849000000003,-76.4877436,tienda mixta,region cali
20002151,7,3.4173352999999995,-76.48686400000003,cacharrería el maná,region cali
20002153,7,3.4173352999999995,-76.48686400000003,tienda d.m,region cali
20002154,2,3.4236699999999995,-76.49333899999998,tienda mixta las veraneras,region cali
20002157,0,3.4261483,-76.4638507,tienda piedad,region cali
20002158,0,3.4195149,-76.466009,tienda mosquera,region cali
20002160,0,3.4203257000000007,-76.46383949999998,tienda y pan,region cali
20002162,0,3.4331440000000004,-76.46979350000002,variedades  jairo,region cali
20002163,0,3.4339616000000004,-76.4703569,quesera emanuel,region cali
20002169,0,3.4165089,-76.48482539999998,tienda ana,region cali
20002170,5,3.4398436,-76.46979619999998,tienda mixta deicy,region cali
20002172,7,3.4369717000000004,-76.46596650000002,tienda mixta,region cali
20002174,0,3.4165089,-76.48482539999998,tienda el progreso,region cali
20002175,0,3.4281375,-76.47415170000002,tienda jairo,region cali
20002176,7,3.4281375,-76.47415170000002,tienda el puente,region cali
20002177,0,3.4354136,-76.4960432,tienda variedades dolly,region cali
20002178,0,3.4311736000000006,-76.4796526,tienda mixta blanquita,region cali
20002180,7,3.424429,-76.47204599999998,tienda mixta,region cali
20002181,4,3.4276848,-76.4762652,tienda mixta sindy,region cali
20002183,4,3.4260752,-76.4789602,yores licor,region cali
20002185,4,3.4172818,-76.4707878,tienda mixta madelca,region cali
20002186,2,3.4276848,-76.4762652,tienda mixta,region cali
20002187,5,3.4281375,-76.47415170000002,tienda en paisa,region cali
20002188,1,3.4311736000000006,-76.4796526,mercado variedades  didier,region cali
20002190,2,3.43405,-76.49724930000002,rapitienda y licores andres,region cali
20002191,5,3.4275385000000003,-76.4801652,rapitienda la 26k,region cali
20002192,5,3.4260913,-76.4781608,tienda mixta,region cali
20002194,5,3.4260752,-76.4789602,tienda mixta la 26,region cali
20002195,0,3.4260364,-76.4816228,tienda mixta,region cali
20002198,0,3.4151037000000004,-76.48662410000001,mixta la 86,region cali
20002199,0,3.4154259,-76.48603370000002,tienda mixta,region cali
20002201,1,3.4160767,-76.48429519999998,mixta el pilar,region cali
20002202,5,3.4136144,-76.4854371,tienda mixta,region cali
20002203,7,3.4755591,-76.478321,tienda mixta,region cali
20002204,0,3.4755591,-76.478321,tienda mixta,region cali
20002205,0,3.4186522000000004,-76.4842396,los recuerdos,region cali
20002206,3,3.4136091,-76.4873187,tienda mixta,region cali
20002208,0,3.4344582000000003,-76.4693185,tienda ariana,region cali
20002209,0,3.4344582000000003,-76.4693185,tienda maribel,region cali
20002211,0,3.4354484,-76.51617809999998,tienda yoli,region cali
20002212,7,3.4398208,-76.4740702,tienda el paso,region cali
20002213,3,3.4382854,-76.47210830000002,tienda mixta isabela,region cali
20002214,3,3.4386439,-76.46939040000002,tienda doña ofe,region cali
20002215,0,3.4390006,-76.4676405,tienda maria noryis,region cali
20002216,7,3.4344582000000003,-76.4693185,tienda mixta caliche,region cali
20002217,7,3.4376562000000006,-76.47318,tienda nuñez,region cali
20002218,0,3.4151037000000004,-76.48662410000001,tienda helena,region cali
20002219,7,3.4136091,-76.4873187,mis bodeguitas luce,region cali
20002220,5,3.4229728,-76.49247430000001,miscelanea mixta,region cali
20002221,1,3.4170243,-76.48208290000002,tienda marleny,region cali
20002222,0,3.4755591,-76.478321,miscelánea jr,region cali
20002223,4,3.4149006,-76.48742639999998,tienda angel,region cali
20002224,7,3.4149006,-76.48742639999998,tienda mixta,region cali
20002225,7,3.4136091,-76.4873187,tienda mixta,region cali
20002228,2,3.3982285000000005,-76.50697819999998,tienda martha,region cali
20002230,3,3.395211,-76.5037743,licores la coste,region cali
20002231,7,3.4079991,-76.51637640000001,tienda viejo fabi,region cali
20002232,2,3.400326,-76.5054648,anayear,region cali
20002236,0,3.3973147000000004,-76.50381920000002,tienda poso,region cali
20002237,0,3.3966448,-76.50279909999998,rapitienda luz,region cali
20002238,0,3.39735,-76.5039923,mixta la 43,region cali
20002240,2,3.3956392,-76.5038806,tienda alejo,region cali
20002242,0,3.4260364,-76.4816228,tienda mixta,region cali
20002244,0,3.4260752,-76.4789602,salsamentaria la familia,region cali
20002245,0,3.4260892,-76.4799209,tienda mixta elsa,region cali
20002246,7,3.4260364,-76.4816228,tienda mixta,region cali
20002247,0,3.4261793,-76.48088249999998,panaderia sebastian,region cali
20002248,8,3.4260364,-76.4816228,tienda alejandra,region cali
20002249,2,3.4260752,-76.4789602,tienda mixta,region cali
20002250,5,3.4260892,-76.4799209,supermercado el anfrition,region cali
20002251,2,3.4260892,-76.4799209,tienda mixta sara,region cali
20002252,5,3.4260892,-76.4799209,tienda el gordo,region cali
20002253,3,3.4260752,-76.4789602,tienda mixta omar,region cali
20002254,2,3.3969099000000003,-76.50799479999998,mundo detalle,region cali
20002256,8,3.4449625,-76.48285969999998,tienda la 18,region cali
20002257,8,3.4457015,-76.4817173,tienda nueva sanin,region cali
20002258,0,3.48363,-76.49201,tienda mixta fany,region cali
20002259,2,3.4843023,-76.50217420000001,tienda calima,region cali
20002260,2,3.483738,-76.50263400000001,micelanea punto 62,region cali
20002261,3,3.4865422999999995,-76.5006233,variedades wilson,region cali
20002265,0,3.484975700000001,-76.50023370000002,tienda mixta,region cali
20002267,4,3.4151193,-76.46700859999999,tienda mixta esteban,region cali
20002268,7,3.4151193,-76.46700859999999,tienda henao,region cali
20002270,7,3.4829952000000004,-76.50429840000002,tienda d . f,region cali
20002271,3,3.4819440000000004,-76.5060931,tienda ricaute,region cali
20002273,4,3.4516467000000004,-76.53198540000002,tienda mixta sofia,region cali
20002274,7,3.4238415,-76.46369759999997,tienda y miscelania amor y sabor,region cali
20002275,5,3.4023757000000003,-76.512169,tienda jhoana,region cali
20002276,7,3.4039912000000005,-76.51672629999999,variedades mi colmenita,region cali
20002277,0,3.4080847000000003,-76.52469559999999,tienda jensy,region cali
20002278,0,3.4022996,-76.51571729999998,variedades maria josé,region cali
20002279,2,3.395462600000001,-76.5040815,tienda lina,region cali
20002280,7,3.396433,-76.51103140000002,tienda sarita,region cali
20002283,7,3.4084865,-76.52314559999998,el espíritu santo de dios,region cali
20002285,4,3.4516467000000004,-76.53198540000002,tienda guzmán,region cali
20002286,2,3.3915182999999995,-76.50600880000002,los hermanos pino,region cali
20002287,7,3.4118547999999995,-76.53779,tienda yulieth,region cali
20002288,3,3.4516467000000004,-76.53198540000002,rapitienda salomé,region cali
20002290,2,3.3973734,-76.5039046,tienda ofelia,region cali
20002292,7,3.4629526,-76.4962316,el progreso,region cali
20002293,2,3.4079991,-76.51637640000001,tienda la 46 e,region cali
20002295,5,3.4118547999999995,-76.53779,j. y. j,region cali
20002296,0,3.3902551,-76.5073713,variedades junior,region cali
20002297,7,3.395462600000001,-76.5040815,tienda las palomas,region cali
20002300,5,3.3915182999999995,-76.50600880000002,panadería y rapitienda malu,region cali
20002302,7,3.3963745000000003,-76.51307539999998,tienda mixta paola,region cali
20002304,2,3.3915182999999995,-76.50600880000002,mixta valentina,region cali
20002305,7,3.4516467000000004,-76.53198540000002,store josuar,region cali
20002309,7,3.43292,-76.47042840000002,variedades talanga,region cali
20002310,2,3.4326071,-76.4704855,tienda mixta,region cali
20002311,2,3.4176119,-76.48773419999998,miscelanea lucero,region cali
20002314,5,3.4333745,-76.46452729999999,salsamentaria y lechonas luna,region cali
20002315,7,3.4315718,-76.46224090000003,tienda mixta giraldo,region cali
20002318,3,3.395462600000001,-76.5040815,tienda flor,region cali
20002319,0,3.4019502,-76.51254540000002,variedades valentina,region cali
20002320,7,3.4019502,-76.51254540000002,variedades mafe,region cali
20002322,5,3.395462600000001,-76.5040815,tienda mixta emanuel,region cali
20002323,3,3.3910817000000004,-76.50984930000001,tienda isabella,region cali
20002327,5,3.4334137000000005,-76.4636625,tienda mi vecina martha,region cali
20002328,8,3.4344557,-76.4653993,tienda el anhelo,region cali
20002329,0,3.4318325,-76.493312,tienda ruby,region cali
20002331,0,3.4317696000000004,-76.4947945,miscelanea lihidl,region cali
20002332,7,3.4325608,-76.4917822,tienda mixta,region cali
20002334,0,3.4645940000000004,-76.50385870000002,districalima,region cali
20002337,0,3.4695948,-76.49757740000003,quesera y salsamentaria la rivera,region cali
20002338,0,3.4208836,-76.50347,tienda los almendros,region cali
20002340,0,3.4178828,-76.4988315,tienda farallones,region cali
20002341,0,3.4199363,-76.49965300000002,tienda mixta,region cali
20002345,7,3.4187777,-76.4960181,variedades martica,region cali
20002346,3,3.4185757000000003,-76.49941109999997,tienda mixta el paisa,region cali
20002347,0,3.4378623,-76.50111729999998,tienda doña jacinta,region cali
20002349,2,3.4304262000000003,-76.50323879999998,tienda kevin,region cali
20002350,7,3.4359578,-76.50848509999999,tienda santamonica,region cali
20002351,4,3.4345311000000014,-76.4972566,miscelanea y papeleria l y m,region cali
20002352,3,3.4343471,-76.49967749999998,tienda mixta,region cali
20002353,0,3.4331979,-76.50092070000002,tienda clarita,region cali
20002354,2,3.4340238,-76.49709829999998,tienda mixta,region cali
20002357,0,3.4389373,-76.48117049999998,tienda alba,region cali
20002358,0,3.4389373,-76.48117049999998,tienda elisa,region cali
20002359,2,3.4368242,-76.4836393,tienda caro,region cali
20002360,0,3.4281375,-76.47415170000002,tienda mixta,region cali
20002361,7,3.4281375,-76.47415170000002,tienda fn,region cali
20002362,0,3.4311303,-76.4840725,tienda maria,region cali
20002363,7,3.4281375,-76.47415170000002,tienda arce,region cali
20002364,1,3.4281375,-76.47415170000002,tienda mixta,region cali
20002366,3,3.4311736000000006,-76.4796526,tienda omar,region cali
20002368,3,3.4172818,-76.4707878,tienda mixta,region cali
20002371,2,3.4165204,-76.4979926,tienda mixta,region cali
20002372,7,3.4185757000000003,-76.49941109999997,tienda mixta,region cali
20002373,7,3.4260582000000004,-76.50892359999997,tienda mixta,region cali
20002377,0,3.4230982000000005,-76.5003566,tienda mixta,region cali
20002380,2,3.4216781000000003,-76.5004943,tienda mixta,region cali
20002381,7,3.4203589999999995,-76.4966948,tienda mixta,region cali
20002384,3,3.4260364,-76.4816228,tienda mixta,region cali
20002387,0,3.4261793,-76.48088249999998,tienda marvi,region cali
20002389,7,3.4260913,-76.4781608,tienda mireya,region cali
20002390,3,3.4260892,-76.4799209,tienda mixta,region cali
20002391,4,3.4260913,-76.4781608,tienda mixta,region cali
20002392,2,3.427115,-76.48388899999998,tienda mixta,region cali
20002393,0,3.4260892,-76.4799209,tienda mixta,region cali
20002394,0,3.4203363,-76.504237,tienda mixta,region cali
20002396,2,3.4185252,-76.5028835,tienda el rendidor,region cali
20002397,5,3.462632,-76.50973800000001,tienda matias,region cali
20002398,0,3.4368242,-76.4836393,tienda mixta los reyes,region cali
20002399,7,3.4390947,-76.4785376,tienda mixta romero,region cali
20002400,3,3.424610700000001,-76.4842639,mi tienda,region cali
20002401,7,3.4215432,-76.5426604,tienda loz vargas,region cali
20002402,3,3.4241497000000005,-76.48478859999999,tienda y variedades samuel,region cali
20002403,7,3.4241497000000005,-76.48478859999999,tienda mixta,region cali
20002404,2,3.4227234,-76.48232089999998,tienda orozco,region cali
20002405,0,3.4227234,-76.48232089999998,tienda mixta,region cali
20002406,4,3.4231851000000004,-76.4815725,tienda mixta,region cali
20002407,3,3.4755702000000004,-76.4783329,tienda mixta francia,region cali
20002408,4,3.4206788999999995,-76.48054590000002,tienda mixta ligia,region cali
20002409,3,3.4323911,-76.4733614,tienda mixta libia,region cali
20002410,4,3.4343480000000004,-76.542067,tienda la gran estrella,region cali
20002411,4,3.4255044000000003,-76.4838291,tienda mixta,region cali
20002412,4,3.4245367999999994,-76.48480670000002,tienda mixta,region cali
20002413,2,3.4199278,-76.4837168,tienda y licores,region cali
20002414,4,3.4202358,-76.4824066,jc la libertadores,region cali
20002415,5,3.4216329,-76.48277279999998,tienda mixta,region cali
20002416,0,3.4209423,-76.4852604,tienda mixta,region cali
20002418,2,3.4186522000000004,-76.4842396,tienda mixta,region cali
20002421,7,3.418347,-76.4794823,tienda mixta,region cali
20002422,7,3.3796387,-76.5297795,tienda mixta,region cali
20002423,7,3.4169954,-76.4795589,tienda pati,region cali
20002425,3,3.4203998,-76.47984340000002,tienda jaime,region cali
20002426,0,3.4191608,-76.480328,tienda y verduras mi campo,region cali
20002427,1,3.4255044000000003,-76.4838291,tienda toño,region cali
20002428,7,3.4179445,-76.47952289999998,tiendamixta,region cali
20002429,8,3.4171981,-76.4793542,tienda mixta,region cali
20002430,7,3.420457,-76.4817066,tienda dilan,region cali
20002432,3,3.4160531,-76.47999859999999,tienda mixta gatos feliz,region cali
20002434,7,3.4186001000000004,-76.50354659999998,tienda mixta,region cali
20002436,0,3.4190818,-76.50419959999998,miscelanea taba,region cali
20002437,0,3.4202072999999995,-76.5052406,tienda mixta,region cali
20002438,7,3.4260892,-76.4799209,tienda mixta el eden,region cali
20002440,0,3.4260913,-76.4781608,tienda mixta,region cali
20002441,0,3.4260913,-76.4781608,tienda cami yeye,region cali
20002442,0,3.4260752,-76.4789602,tienda mixta sara,region cali
20002443,0,3.4260752,-76.4789602,tienda variedades,region cali
20002444,0,3.4191049,-76.4786057,tienda mixta,region cali
20002445,2,3.4260752,-76.4789602,tienda mixta,region cali
20002446,0,3.4260913,-76.4781608,tienda mixta,region cali
20002447,0,3.4260913,-76.4781608,tienda el arbolito,region cali
20002448,0,3.4191049,-76.4786057,mundo variedades,region cali
20002449,7,3.4261793,-76.48088249999998,tienda chilito,region cali
20002450,5,3.4161305,-76.48088280000002,tienda rimali,region cali
20002451,0,3.4196976,-76.48556520000002,tienda la costeña,region cali
20002453,5,3.4170391,-76.4825194,tienda mixta,region cali
20002454,0,3.4170391,-76.4825194,tienda uva,region cali
20002456,7,3.4171981,-76.4793542,tienda mixta,region cali
20002457,3,3.4185986000000006,-76.48031929999998,tienda yiret,region cali
20002458,3,3.4191608,-76.480328,tienda mixta,region cali
20002459,7,3.3796387,-76.5297795,tienda mixta,region cali
20002460,4,3.4174742,-76.4799744,tienda mixta,region cali
20002462,7,3.432634,-76.4737878,colmena,region cali
20002463,0,3.4230003,-76.48452270000001,tienda los paisas,region cali
20002465,2,3.4199278,-76.4837168,tienda cielos abiertos,region cali
20002466,3,3.450449,-76.5342371,rapitienda janeth,region cali
20002467,7,3.420699,-76.4847012,tienda mixta,region cali
20002468,7,3.4208577000000004,-76.4848767,granero el descuento,region cali
20002469,7,3.4209423,-76.4852604,tienda gaby,region cali
20002470,7,3.4575289,-76.4660007,tienda los gemelos,region cali
20002471,0,3.4159,-76.4804633,tienda mixta alexandra,region cali
20002472,1,3.4170391,-76.4825194,tienda mixta,region cali
20002473,5,3.4170391,-76.4825194,tienda mixta,region cali
20002474,0,3.4136091,-76.4873187,tienda mixta,region cali
20002475,7,3.420699,-76.4847012,tienda mixta,region cali
20002476,2,3.4201211,-76.48505759999998,tienda lasso,region cali
20002478,2,3.4245332000000004,-76.49451359999998,tienda mixta,region cali
20002479,5,3.428841,-76.5143835,tienda maria,region cali
20002480,4,3.4374256,-76.46986179999998,tienda cecilia,region cali
20002481,0,3.4229203,-76.49266720000001,tienda mixta,region cali
20002482,0,3.4296426,-76.5212811,rapitienda nvm,region cali
20002483,0,3.426713,-76.49209990000001,miscelanea central,region cali
20002485,7,3.4214991,-76.49672340000002,tienda nueva,region cali
20002488,0,3.4214991,-76.49672340000002,panaderia los robles,region cali
20002489,5,3.4250376000000005,-76.4951782,super tienda monterrey,region cali
20002490,0,3.4216163,-76.4954032,tienda aquí es samy,region cali
20002491,0,3.4236699999999995,-76.49333899999998,tienda mixta,region cali
20002493,7,3.4128164,-76.476822,tienda maría,region cali
20002494,0,3.4269471,-76.473507,tienda la mision,region cali
20002495,0,3.4172574,-76.4784923,tienda mi familia,region cali
20002496,5,3.4326550000000005,-76.4776292,tienda mixta,region cali
20002497,0,3.4265372000000003,-76.49342949999998,tienda paola,region cali
20002498,2,3.4264873,-76.49303410000002,tienda mixta,region cali
20002499,7,3.4234537000000005,-76.49573829999999,rapitienda emanuel,region cali
20002500,2,3.4260135000000003,-76.4925925,tienda mixta jj,region cali
20002501,3,3.4246782,-76.49405420000002,tienda candy,region cali
20002502,0,3.4217703,-76.49379979999998,tienda doña tere,region cali
20002503,7,3.4216163,-76.4954032,tienda jj,region cali
20002504,4,3.4226506000000003,-76.4917017,tienda mixta pachon,region cali
20002506,6,3.4192005,-76.4786675,tienda katherin,region cali
20002507,7,3.4192005,-76.4786675,tienda helena,region cali
20002508,7,3.4192005,-76.4786675,tienda mixta guacho,region cali
20002509,7,3.4192005,-76.4786675,tienda mixta,region cali
20002510,0,3.4192005,-76.4786675,tienda gloria,region cali
20002511,2,3.4192005,-76.4786675,tienda gladiz,region cali
20002512,3,3.4146709000000004,-76.4700553,tienda mixta,region cali
20002513,3,3.4192005,-76.4786675,tienda los j,region cali
20002514,0,3.4192005,-76.4786675,tienda charlys,region cali
20002515,0,3.4260892,-76.4799209,tienda los mellizos,region cali
20002516,0,3.4191049,-76.4786057,panaderia las torres,region cali
20002517,7,3.4192005,-76.4786675,tienda mixta,region cali
20002518,0,3.4192005,-76.4786675,tienda mixta myrian,region cali
20002519,0,3.4146709000000004,-76.4700553,tienda hoyos,region cali
20002520,0,3.4192005,-76.4786675,tienda mixta escobar,region cali
20002522,5,3.4191049,-76.4786057,tienda charcuterias,region cali
20002523,2,3.4281375,-76.47415170000002,tienda kiara,region cali
20002525,0,3.4354136,-76.4960432,los antojos de marroquin,region cali
20002528,0,3.4260752,-76.4789602,tienda mixta,region cali
20002531,7,3.4209910000000003,-76.49413990000002,tienda mixta pili,region cali
20002534,7,3.4324425000000005,-76.537486,tienda el desvare,region cali
20002535,2,3.4324425000000005,-76.537486,tienda mixta,region cali
20002537,0,3.4238879,-76.4885582,tienda samary,region cali
20002538,4,3.4217703,-76.49379979999998,tienda juan y karen,region cali
20002539,0,3.429242,-76.4962312,tienda mixta,region cali
20002540,4,3.4236699999999995,-76.49333899999998,tienda charito,region cali
20002541,5,3.4223901,-76.490607,tienda mixta la mejor,region cali
20002542,7,3.4324425000000005,-76.537486,tienda mixta,region cali
20002543,7,3.4324425000000005,-76.537486,tienda mixta liliana,region cali
20002545,7,3.424669,-76.4899873,tienda estiven,region cali
20002546,2,3.4158457,-76.47607860000002,tienda mixta,region cali
20002547,0,3.4326308,-76.5019258,tienda de todito,region cali
20002548,2,3.4131664,-76.47618440000002,camipan,region cali
20002549,0,3.4127112,-76.47565399999998,tienda mixta deysi,region cali
20002550,8,3.4127112,-76.47565399999998,tienda orquideas,region cali
20002551,0,3.428841,-76.5143835,tienda mixta las orquideas,region cali
20002552,4,3.4123482000000003,-76.4762559,tienda mixta maria,region cali
20002553,7,3.4138455000000003,-76.47325570000002,tienda cajuk,region cali
20002554,1,3.4136873,-76.4740046,tienda la conquista,region cali
20002555,0,3.412637,-76.4733676,tienda mixta brisas del paraiso,region cali
20002557,7,3.4149403,-76.47425890000002,tienda mixta las orquideas,region cali
20002558,0,3.4190091,-76.47942069999998,tienda mixta,region cali
20002559,8,3.4131228,-76.47597309999998,fruver y abarrotes heylin,region cali
20002560,0,3.4127112,-76.47565399999998,tienda mixta,region cali
20002561,0,3.4127112,-76.47565399999998,tienda mixta,region cali
20002562,7,3.4131515,-76.47619279999998,tienda comunicaciones yordi,region cali
20002564,0,3.4138455000000003,-76.47325570000002,tienda sanchez,region cali
20002566,0,3.412952,-76.4728445,tienda mixta,region cali
20002567,0,3.4145869,-76.47415600000002,tienda mixta,region cali
20002568,2,3.4149403,-76.47425890000002,tienda la cosecha,region cali
20002569,0,3.413516200000001,-76.47610499999998,tienda tere,region cali
20002570,2,3.4134699,-76.47374409999998,tienda el zafiro,region cali
20002571,0,3.4146015,-76.47370819999998,tienda mixta,region cali
20002572,2,3.413756,-76.47337040000002,tienda mixta,region cali
20002573,5,3.4294087,-76.46227590000002,tienda mixta,region cali
20002574,7,3.4252905,-76.47703979999999,tienda doña oli,region cali
20002575,0,3.4279316,-76.47430949999998,tienda doña amalia,region cali
20002576,0,3.4323911,-76.4733614,tienda jimenez,region cali
20002577,0,3.4302886,-76.471215,tienda mixta,region cali
20002578,0,3.4343485,-76.5186884,tienda mixta,region cali
20002579,2,3.4324178,-76.518861,tienda clarita,region cali
20002580,0,3.4324178,-76.518861,tienda mixta,region cali
20002581,0,3.4334073,-76.5180585,tienda mixta,region cali
20002583,2,3.4343485,-76.5186884,panaderia las delicias de agua blan,region cali
20002585,0,3.4299558,-76.5185139,rapitienda la 26,region cali
20002586,0,3.4299558,-76.5185139,tienda caqueta,region cali
20002589,7,3.4302886,-76.471215,dulceria jis,region cali
20002590,4,3.4318496,-76.4727963,tienda sara michel,region cali
20002591,0,3.4279316,-76.47430949999998,tienda mosquera,region cali
20002592,0,3.4279316,-76.47430949999998,tienda la finca,region cali
20002593,0,3.4148858,-76.4762166,tienda el paisa,region cali
20002594,0,3.4278833,-76.4784907,tienda mixta,region cali
20002595,7,3.4283821000000003,-76.4733421,tienda mixta,region cali
20002596,0,3.4279316,-76.47430949999998,andrades,region cali
20002597,3,3.4279316,-76.47430949999998,tienda cartagena,region cali
20002598,2,3.4279316,-76.47430949999998,tienda maye,region cali
20002599,2,3.4270018,-76.4727719,tienda mixta,region cali
20002600,0,3.4295363,-76.47028940000001,tienda maricela,region cali
20002603,4,3.4333702000000006,-76.47439870000002,tienda mariana c,region cali
20002606,0,3.4278776,-76.46984520000002,tienda maria,region cali
20002607,5,3.4274659,-76.46918659999999,tienda noemi,region cali
20002608,0,3.416993,-76.47396450000002,tienda mixta,region cali
20002610,0,3.433581,-76.5344375,tienda mixta,region cali
20002611,1,3.4333702000000006,-76.47439870000002,tienda mixta,region cali
20002612,0,3.4256733,-76.47354659999998,tienda mixta,region cali
20002613,2,3.4273855,-76.46975180000003,tienda carlos,region cali
20002614,0,3.4283821000000003,-76.4733421,tienda gladys,region cali
20002615,0,3.4291341,-76.47094279999997,tienda mixta,region cali
20002616,2,3.4283821000000003,-76.4733421,tienda alipan,region cali
20002617,0,3.4601167,-76.58543940000001,tienda mixta alejandro,region cali
20002618,0,3.4288901,-76.46992970000002,tienda y miscelania sebas,region cali
20002619,2,3.4270185,-76.47161940000002,tienda chucho,region cali
20002620,7,3.4270185,-76.47161940000002,tienda sharom,region cali
20002621,7,3.4270185,-76.47161940000002,tienda mixta hilda,region cali
20002622,5,3.4274659,-76.46918659999999,tienda villano,region cali
20002623,1,3.4181134,-76.475016,tienda mixta,region cali
20002624,7,3.4274042,-76.46893259999997,tienda mixta,region cali
20002625,2,3.4278776,-76.46984520000002,tienda la costeña,region cali
20002627,2,3.4270185,-76.47161940000002,tienda mixta,region cali
20002628,2,3.4274042,-76.46893259999997,tienda don gil,region cali
20002629,2,3.4333702000000006,-76.47439870000002,tienda mixta,region cali
20002630,7,3.4270018,-76.4727719,tienda mixta,region cali
20002631,7,3.428249,-76.4723954,tienda mixta,region cali
20002632,7,3.4274843999999995,-76.4710343,floresmiro y su tienda,region cali
20002634,2,3.4341667,-76.4804176,tienda diana,region cali
20002635,8,3.4344768,-76.4809695,tienda mixta,region cali
20002636,0,3.4344768,-76.4809695,tienda mixta,region cali
20002637,2,3.4344768,-76.4809695,tienda las gemelas,region cali
20002638,0,3.4344768,-76.4809695,variedades nubia,region cali
20002639,2,3.434026,-76.48007319999998,pesquera costa azul,region cali
20002640,0,3.4348699000000003,-76.48140240000002,variedades estefani,region cali
20002641,0,3.4348699000000003,-76.48140240000002,tienda mixta sofi,region cali
20002642,0,3.4342019,-76.48047109999997,tienda de todito,region cali
20002643,0,3.4343163,-76.4805867,variedades lopez,region cali
20002644,8,3.4343163,-76.4805867,tienda gran naranjo,region cali
20002645,7,3.434026,-76.48007319999998,tienda nevis,region cali
20002647,0,3.4331207000000004,-76.47834549999997,tienda salazar,region cali
20002649,1,3.4315747,-76.47878039999998,granero la amistad,region cali
20002650,7,3.4376766000000005,-76.4791463,tienda doña ruth,region cali
20002651,2,3.4355425000000004,-76.48127629999998,tienda mixta,region cali
20002652,0,3.4341839,-76.53733500000001,tienda mixta,region cali
20002653,2,3.4350086,-76.4908097,tienda anelita,region cali
20002655,2,3.4399155,-76.47975890000002,variedades jj,region cali
20002656,0,3.4385449999999995,-76.48053829999998,tienda mixta,region cali
20002657,7,3.4385449999999995,-76.48053829999998,esquinazo de ruth,region cali
20002658,0,3.4361723,-76.4821407,tienda mixta,region cali
20002659,2,3.4364059,-76.48204199999998,punto luciana,region cali
20002660,0,3.4345775,-76.4798355,miscelania rogman,region cali
20002661,0,3.4344768,-76.4809695,tienda mixta,region cali
20002662,0,3.4345775,-76.4798355,kositas junior,region cali
20002663,7,3.4350086,-76.4908097,tienda la bandera,region cali
20002664,0,3.4268096,-76.5026133,mecatienda la ideal,region cali
20002665,3,3.4268096,-76.5026133,variedades  la 53,region cali
20002669,0,3.4746899,-76.481105,tienda mariaelva,region cali
20002670,8,3.4394239,-76.4799858,tienda lacteos cris,region cali
20002671,8,3.4949716,-76.50145239999998,tienda mixta yulieth,region cali
20002673,0,3.4949716,-76.50145239999998,tienda salome,region cali
20002674,2,3.437733,-76.47936469999998,miscelanea idana,region cali
20002677,7,3.4378345,-76.4776416,tienda mixta jc,region cali
20002678,0,3.4378345,-76.4776416,tienda mixta la 77,region cali
20002679,0,3.4378345,-76.4776416,rapitienda juancamilo,region cali
20002680,4,3.4378345,-76.4776416,variedades luz,region cali
20002681,0,3.4940637000000003,-76.50152800000002,tienda fabiola,region cali
20002682,3,3.434009,-76.474092,tienda la ventana,region cali
20002685,2,3.4379311,-76.4797073,tienda mixta el guerrero,region cali
20002686,4,3.437733,-76.47936469999998,tienda los dos socios,region cali
20002687,8,3.4344768,-76.4809695,tienda concordia,region cali
20002688,2,3.4262675,-76.47018820000002,tienda fontana,region cali
20002689,0,3.4358655,-76.4789392,tienda mixta,region cali
20002690,1,3.4378345,-76.4776416,pesquera mar y mar,region cali
20002691,8,3.4378345,-76.4776416,supermercado alfa,region cali
20002693,8,3.4378345,-76.4776416,granero la cabaña,region cali
20002694,0,3.4223767999999994,-76.48154090000001,tienda mixta gloria,region cali
20002695,6,3.4219087,-76.4812515,granero el real,region cali
20002696,0,3.4297515,-76.473863,variedades katy toro,region cali
20002697,7,3.4297515,-76.473863,tienda cristian,region cali
20002698,0,3.4315809,-76.4717297,la tienda de juan,region cali
20002699,7,3.4327638,-76.47604489999998,tienda y miscelania camila,region cali
20002700,0,3.4349731,-76.47474190000001,tienda imelda,region cali
20002701,3,3.4321735,-76.4747703,tienda variedades mora,region cali
20002702,2,3.4219087,-76.4812515,tienda ivana,region cali
20002703,4,3.4313874,-76.4717671,tienda liliana,region cali
20002704,0,3.4327638,-76.47604489999998,tienda mariana,region cali
20002705,5,3.4336495000000005,-76.475351,tienda y variedades,region cali
20002706,5,3.4325085,-76.47646929999998,tienda mixta,region cali
20002709,7,3.4242773,-76.5446461,variedades mile,region cali
20002711,8,3.4332474000000004,-76.5463934,los repetidos,region cali
20002713,2,3.4115123999999994,-76.49789840000003,tienda mixta,region cali
